path,target
/home/xkukht01/Dev/SUR/data/target_train/m431_01_r10_i0_0.wav,1
/home/xkukht01/Dev/SUR/data/target_train/m431_01_p05_i0_0.wav,1
/home/xkukht01/Dev/SUR/data/target_train/m431_01_p01_i0_0.wav,1
/home/xkukht01/Dev/SUR/data/target_train/m431_01_r09_i0_0.wav,1
/home/xkukht01/Dev/SUR/data/target_train/m431_01_r06_i0_0.wav,1
/home/xkukht01/Dev/SUR/data/target_train/m431_01_p03_i0_0.wav,1
/home/xkukht01/Dev/SUR/data/target_train/m431_01_r07_i0_0.wav,1
/home/xkukht01/Dev/SUR/data/target_train/m431_01_p04_i0_0.wav,1
/home/xkukht01/Dev/SUR/data/target_train/m431_01_p02_i0_0.wav,1
/home/xkukht01/Dev/SUR/data/target_train/m431_01_r08_i0_0.wav,1
/home/xkukht01/Dev/SUR/data/target_dev/m431_03_p02_i0_0.wav,1
/home/xkukht01/Dev/SUR/data/target_dev/m431_03_r06_i0_0.wav,1
/home/xkukht01/Dev/SUR/data/target_dev/m431_03_p04_i0_0.wav,1
/home/xkukht01/Dev/SUR/data/target_dev/m431_03_p05_i0_0.wav,1
/home/xkukht01/Dev/SUR/data/target_dev/m431_03_r08_i0_0.wav,1
/home/xkukht01/Dev/SUR/data/target_dev/m431_03_r07_i0_0.wav,1
/home/xkukht01/Dev/SUR/data/target_dev/m431_03_p03_i0_0.wav,1
/home/xkukht01/Dev/SUR/data/target_dev/m431_03_r09_i0_0.wav,1
/home/xkukht01/Dev/SUR/data/target_dev/m431_03_r10_i0_0.wav,1
/home/xkukht01/Dev/SUR/data/target_dev/m431_03_p01_i0_0.wav,1
